adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,title_clean,year
False,/nHRUtBwFNnNN70vcQ7lAsjc2T6S.jpg,"[27, 18, 878]",447332,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,10.6907,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,False,7.392,15223,a quiet place,2018
False,/hCxxOJojCUFyuahDx167glJgp7E.jpg,"[28, 12, 53, 10752]",1368,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",10.6739,/dR5fbo0ry5TsC7euEXFUkx2QzVk.jpg,1982-10-22,First Blood,False,7.505,6822,first blood,1982
False,/1ClgfKeczI0d0KKuBs5qSIqUReT.jpg,"[12, 35, 14, 10751]",181533,en,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",10.6576,/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,2014-12-17,Night at the Museum: Secret of the Tomb,False,6.222,6190,night at the museum secret of the tomb,2014
False,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,"[28, 12, 14]",297802,en,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",10.656600000000001,/ufl63EFcc5XpByEV2Ecdw6WJZAI.jpg,2018-12-07,Aquaman,False,6.867,14823,aquaman,2018
False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",10.6526,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.29,3644,the equalizer 3,2023
False,/P82NAcEsLIYgQtrtn36tYsj41m.jpg,"[10751, 35, 12, 16]",748783,en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",10.6453,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,2024-04-30,The Garfield Movie,False,6.996,1417,the garfield movie,2024
False,/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg,"[35, 10749, 18]",4951,en,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",10.6322,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,1999-03-30,10 Things I Hate About You,False,7.589,8831,10 things i hate about you,1999
False,/mHG7dpLb0ZScSY3LpP443IHRmjy.jpg,"[16, 53]",10494,ja,PERFECT BLUE,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",10.6251,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,Perfect Blue,False,8.3,3124,perfect blue,1998
False,/5KGrBXvE0cYDwqfEaymvNBVspkJ.jpg,[53],645710,en,The Voyeurs,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",10.6166,/8Y4XOIWhpOvSOEn8XrxbkH9yAXO.jpg,2021-08-25,The Voyeurs,False,6.51,1153,the voyeurs,2021
False,/bQlw59HncOXX9alFlOYKHAvSnm.jpg,"[35, 14, 80, 10749]",854,en,The Mask,"Stanley Ipkiss, an insecure banker who has lost his zest for life stumbles upon an ancient mask, that turns him into a confident suave cartoon-like character who upsets his ordinary life.",10.5963,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,1994-07-29,The Mask,False,7.0,11146,the mask,1994
False,/j9eOeLlTGoHoM8BNUJVNyWmIvCi.jpg,"[10749, 35]",1072790,en,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",10.589,/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,2023-12-21,Anyone But You,False,6.791,3004,anyone but you,2023
False,/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,"[27, 14]",426063,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",10.578,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,Nosferatu,False,6.71,3566,nosferatu,2024
False,/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,"[878, 80]",185,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",10.5647,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,1971-10-28,A Clockwork Orange,False,8.178,13726,a clockwork orange,1971
False,/tsSWHgaFlzzkp3o976juBZbmcs2.jpg,"[28, 80, 878]",754,en,Face/Off,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",10.5376,/69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg,1997-06-27,Face/Off,False,7.051,5828,faceoff,1997
False,/g1OvTd1eF346vmx8qsJnjaiooZ6.jpg,"[12, 14, 10751]",630,en,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",10.5216,/uCC3j4pV9eOZwzDUWp2ilbcTf1f.jpg,1939-08-15,The Wizard of Oz,False,7.585,6065,the wizard of oz,1939
False,/scQf03Fm3jeyv4FH04qvi4fp4wh.jpg,"[80, 35, 28]",402900,en,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",10.5193,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,2018-06-07,Ocean's Eight,False,6.961,8736,oceans eight,2018
False,/qe4Tp0hURXqiih5AV1kHimXIt3u.jpg,"[28, 80]",414419,en,Kill Bill: The Whole Bloody Affair,"Quentin Tarantino's complete cut combining Kill Bill: Vol. 1 and Vol. 2 follows The Bride, a former assassin who awakens from a four-year coma after being shot by her mentor and lover, Bill. She embarks on a vengeful quest to eliminate Bill and the Deadly Viper Assassination Squad who betrayed her.",10.5074,/nSOJfWJCdVFZQwXQA7RXn7FIIiY.jpg,2011-03-27,Kill Bill: The Whole Bloody Affair,False,8.1,1203,kill bill the whole bloody affair,2011
False,/xuLA0pii2IMJW2puT7EvJtgpg0H.jpg,"[28, 12, 10751, 35]",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",10.4976,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.4,5815,sonic the hedgehog 2,2022
False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,"[878, 12, 28]",667538,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",10.4906,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,Transformers: Rise of the Beasts,False,7.175,5219,transformers rise of the beasts,2023
False,/zGs5tZOlvc9cprdcU6kDOVNpujf.jpg,"[53, 9648]",567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,10.4849,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,Rear Window,False,8.341,7096,rear window,1954
False,/6Kn6qW3an3DkPl3MahWemTzrjCt.jpg,"[80, 18, 53]",11423,ko,살인의 추억,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.",10.4837,/dsEoTJKM1s5OVDkS2P2JdoTxo4K.jpg,2003-04-25,Memories of Murder,False,8.056,4506,memories of murder,2003
False,/v85FlkbMYKa5du1glm0YfYNsL2n.jpg,"[18, 10402, 10749]",776503,en,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",10.4566,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,2021-08-13,CODA,False,7.891,2548,coda,2021
False,/fqv8v6AycXKsivp1T5yKtLbGXce.jpg,"[878, 12, 28]",653346,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",10.4537,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,False,7.055,4189,kingdom of the planet of the apes,2024
False,/oFQilRMEq6yQbtMPxIYWpXeQ5ZN.jpg,"[80, 53]",291805,en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",10.4531,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,2016-06-02,Now You See Me 2,False,6.827,11488,now you see me 2,2016
False,/sHI9xlFRWCJ38AIIfOqnGjuEvXz.jpg,"[27, 53]",948,en,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",10.4524,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,1978-10-24,Halloween,False,7.556,6120,halloween,1978
False,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"[27, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",10.4378,/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,2022-03-17,X,False,6.72,3898,x,2022
False,/9FeYBZDvNTh4ZmweekJvwyIxIiL.jpg,[35],8467,en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",10.4357,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,1994-12-16,Dumb and Dumber,False,6.65,6654,dumb and dumber,1994
False,/puJKgNcWaGgMk5VHanSSomUTpmw.jpg,"[10751, 14, 16, 10749]",11224,en,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",10.4333,/ug3ndicuPM1V07vhVFGLMsd4AZl.jpg,1950-02-22,Cinderella,False,7.043,7097,cinderella,1950
False,/2vq5GTJOahE03mNYZGxIynlHcWr.jpg,"[18, 28, 36]",359724,en,Ford v Ferrari,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",10.421,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,2019-11-13,Ford v Ferrari,False,8.005,8877,ford v ferrari,2019
False,/hJ1jUw8irCiWwQk7BElxF92BrlK.jpg,"[12, 18, 28]",147441,en,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",10.4011,/uaDj37JtvLan9tihxZ18e6qL33b.jpg,2014-12-03,Exodus: Gods and Kings,False,5.88,4815,exodus gods and kings,2014
False,/c6H7Z4u73ir3cIoCteuhJh7UCAR.jpg,"[878, 28, 12]",524434,en,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",10.3777,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,2021-11-03,Eternals,False,6.774,9046,eternals,2021
False,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,"[12, 16, 14]",81,ja,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",10.3664,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,1984-03-11,Nausicaä of the Valley of the Wind,False,7.949,4027,nausica of the valley of the wind,1984
False,/c5EmNhLQsTTKAyUHULnKYQjlloz.jpg,"[27, 9648]",41446,en,Scream 4,"Fifteen years after the original Woodsboro murders, Sidney Prescott returns home to promote her new book about surviving trauma, only for a new Ghostface killer to emerge, targeting a new group of teens.",10.356,/g0YcSd5QpgGXOjg9tl0if0soOkE.jpg,2011-04-13,Scream 4,False,6.479,4127,scream 4,2011
False,/iXlHfi9hq7nfSv31pBab8fpMfZh.jpg,"[35, 10751, 14]",10830,en,Matilda,"Matilda Wormwood is an brilliant and intelligent little girl. Unfortunately, her parents, Harry and Zinnia, fail to see that fact. As time passes, she finally starts school and has a kind teacher, loyal friends, and a terrifying, sadistic headmistress. As she becomes fed up with the constant cruelty, she discovers she has a special gift that she just might be able to use to outwit the unruly adults around her.",10.3239,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,1996-08-02,Matilda,False,7.173,4765,matilda,1996
False,/pYgj8e2Y6RufnSyOA6OnzmxFXxZ.jpg,"[27, 18, 9648]",530385,en,Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",10.3226,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,2019-07-03,Midsommar,False,7.152,7972,midsommar,2019
False,/7s7WkAFPBsMTprYMbqbgKoppQsR.jpg,"[12, 28, 14]",1734,en,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",10.3082,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg,2001-05-04,The Mummy Returns,False,6.396,7588,the mummy returns,2001
False,/8zhviPFJx25k8PbUOUL5sLOy9XE.jpg,"[80, 18, 53]",242,en,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",10.3011,/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,1990-12-25,The Godfather Part III,False,7.419,6798,the godfather part iii,1990
False,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,"[18, 10749]",370663,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,10.2733,/tPhBftWySbanfEialbsUzOuccgN.jpg,2017-02-10,Below Her Mouth,False,6.7940000000000005,1274,below her mouth,2017
False,/eTvN54pd83TrSEOz6wbsXEJktCV.jpg,"[10752, 28, 53]",882569,en,Guy Ritchie's The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",10.2315,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,2023-04-19,Guy Ritchie's The Covenant,False,7.716,3115,guy ritchies the covenant,2023
False,/ok4ot3YbfDYZcINXf91JUfq3maB.jpg,"[27, 9648, 80]",176,en,Saw,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",10.2192,/rLNSOudrayDBo1uqXjrhxcjODIC.jpg,2004-10-01,Saw,False,7.42,9963,saw,2004
False,/37y53Jt8K6MvN6s4zJVFa61luO2.jpg,"[10749, 18]",851644,ko,20세기 소녀,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",10.1813,/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,2022-10-06,20th Century Girl,False,8.1,800,20th century girl,2022
False,/oguoQWtQJcqIkmmUNbe3CmLx6AP.jpg,"[12, 14, 18, 10749]",24021,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",10.1715,/dK4Gi1UdMiHzHc7r7CZQG4IQ9Sr.jpg,2010-06-23,The Twilight Saga: Eclipse,False,6.195,9200,the twilight saga eclipse,2010
False,/fwf4L3r2ZU9ptOB9nOo5nuVLo1i.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",10.1397,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,2017-10-01,Call Me by Your Name,False,8.092,12681,call me by your name,2017
False,/mNQtUJv1F3u0uSKILFrGjIHqkxx.jpg,"[37, 18, 12]",281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",10.1359,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,2015-12-25,The Revenant,False,7.54,19186,the revenant,2015
False,/q7vmCCmyiHnuKGMzHZlr0fD44b9.jpg,"[10749, 14, 10751, 18]",150689,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",10.1287,/j91LJmcWo16CArFOoapsz84bwxb.jpg,2015-03-06,Cinderella,False,6.823,7359,cinderella,2015
False,/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,"[18, 10749]",11216,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",10.1283,/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,1988-11-17,Cinema Paradiso,False,8.426,4782,cinema paradiso,1988
False,/dKqa850uvbNSCaQCV4Im1XlzEtQ.jpg,"[35, 80, 9648]",661374,en,Glass Onion: A Knives Out Mystery,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,10.1272,/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,2022-11-23,Glass Onion: A Knives Out Mystery,False,7.033,6708,glass onion a knives out mystery,2022
False,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,"[12, 28, 878]",140607,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",10.1196,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,2015-12-15,Star Wars: The Force Awakens,False,7.25,20422,star wars the force awakens,2015
False,/8AAuJtCzaibYkbE0QVHc8EBsELB.jpg,"[14, 28, 12, 16, 10751]",82702,en,How to Train Your Dragon 2,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",10.0916,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,2014-06-05,How to Train Your Dragon 2,False,7.679,10345,how to train your dragon 2,2014
False,/mOtKQlXdL5J4lwqcSFlkZmgmFeZ.jpg,"[16, 35, 10751, 37, 12]",44896,en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging Western town of Dirt, the theater-loving lizard suddenly finds himself the newly appointed sheriff. Welcomed as the last hope the town has been waiting for, Rango is forced to play his new role to the hilt and uncover the truth behind a looming water crisis—before his act catches up with him.",10.0817,/A5MP1guV8pbruieG0tnpPIbaJtt.jpg,2011-03-02,Rango,False,6.891,7021,rango,2011
False,/klJMCIblHLFwCuGjKz7tyOpekIC.jpg,"[12, 28, 53]",36557,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",10.0709,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,2006-11-14,Casino Royale,False,7.57,11579,casino royale,2006
False,/ocOWbTzHcJVTw9Tz173KPeskDOP.jpg,"[10751, 14, 12]",12155,en,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",10.0701,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010-03-03,Alice in Wonderland,False,6.639,14710,alice in wonderland,2010
False,/1m1c5gIWWkb1FEC9lzsoXHhhs7b.jpg,"[28, 18, 36, 10752]",197,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",10.0444,/or1gBugydmjToAEq7OZY0owwFk.jpg,1995-05-24,Braveheart,False,7.941,11003,braveheart,1995
False,/sra8XnL96OyLHENcglmZJg6HA8z.jpg,"[12, 28, 53]",954,en,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",10.0437,/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,1996-05-22,Mission: Impossible,False,7.023,9888,mission impossible,1996
False,/cMfokHWle5lfCreoV08cbmkKv6G.jpg,"[16, 878, 12, 10751]",698687,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",10.0436,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,2024-09-11,Transformers One,False,8.0,1571,transformers one,2024
False,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,"[16, 10751, 14, 35, 18]",508943,en,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,10.0277,/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,2021-06-17,Luca,False,7.783,8889,luca,2021
False,/lUbc4XVpCe1q4aqZyQqFCIubaDN.jpg,[18],10867,it,Malèna,"12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her.",10.0246,/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,2000-10-27,Malena,False,7.428,2473,malena,2000
False,/x9td0NQha0t44K2qgcMipLOGjVi.jpg,"[28, 53, 12]",370172,en,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",10.0198,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,2021-09-29,No Time to Die,False,7.341,7014,no time to die,2021
False,/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg,"[16, 10402, 35, 10751]",438695,en,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",10.0122,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,2021-12-01,Sing 2,False,7.8,4731,sing 2,2021
False,/5EKplo61HbA5sMGAN0XAvzdo1MX.jpg,"[28, 53, 878]",752,en,V for Vendetta,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",10.0119,/piZOwjyk1g51oPHonc7zaQY3WOv.jpg,2006-02-23,V for Vendetta,False,7.899,15448,v for vendetta,2006
False,/9caD0fGCrp96JTFFeGyI0CGNj7.jpg,"[36, 10752, 18, 12]",967,en,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",9.999600000000001,/r0Fgg1GyZgzokaiw2HFQv3oPaL2.jpg,1960-10-13,Spartacus,False,7.536,2364,spartacus,1960
False,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,"[28, 35, 10749]",746036,en,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",9.9791,/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg,2024-04-24,The Fall Guy,False,6.956,3635,the fall guy,2024
